"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"IL13RA11" 2.63164323325926e-25 0.358005179182437 0.302 0.184 7.28780960586486e-21 "10" "IL13RA1"
"MRPL33" 3.70304953407039e-25 0.333481118364033 0.639 0.566 1.02548550747011e-20 "10" "MRPL33"
"DUSP1" 4.25087987069084e-25 0.430219823986024 0.653 0.56 1.17719616259042e-20 "10" "DUSP1"
"MORF4L22" 4.43031569251287e-25 0.275188856796798 0.815 0.781 1.22688732472759e-20 "10" "MORF4L2"
"OAZ11" 8.87773784361892e-25 0.289061848164305 0.966 0.965 2.45851194103339e-20 "10" "OAZ1"
"FTL3" 1.1859213591343e-24 0.450319663482551 0.991 0.987 3.28417201985063e-20 "10" "FTL"
"LRRFIP21" 2.80001761993212e-24 0.306671956265035 0.58 0.477 7.75408879487802e-20 "10" "LRRFIP2"
"MAP7" 3.23936178358195e-24 0.259023092290922 0.32 0.203 8.97076458727351e-20 "10" "MAP7"
"MUCL11" 3.8020757556306e-24 0.670452131659856 0.329 0.203 1.05290883900678e-19 "10" "MUCL1"
"OSER11" 6.1879967053391e-24 0.334559356794359 0.664 0.557 1.71364192760956e-19 "10" "OSER1"
"WDR11" 1.1265502753748e-23 0.355807095192616 0.661 0.627 3.11975567759543e-19 "10" "WDR1"
"VIMP2" 1.54249044055071e-23 0.263264851249515 0.756 0.69 4.27161877701708e-19 "10" "VIMP"
"PGM3" 1.83827104648506e-23 0.293988131977421 0.286 0.175 5.09072400903108e-19 "10" "PGM3"
"BDP1" 2.06099108805384e-23 0.276504303767793 0.373 0.254 5.7075026201475e-19 "10" "BDP1"
"MED102" 2.1161415383736e-23 0.272733129134845 0.61 0.522 5.86023076221801e-19 "10" "MED10"
"ZNF644" 2.29642645616504e-23 0.31563337329492 0.344 0.227 6.35949378505786e-19 "10" "ZNF644"
"PAWR1" 2.32344801849225e-23 0.292885135801315 0.726 0.637 6.43432459761059e-19 "10" "PAWR"
"RRAS21" 4.68054258176722e-23 0.276277228775402 0.502 0.385 1.2961826571688e-18 "10" "RRAS2"
"BAG11" 6.20490081898358e-23 0.286046789438871 0.664 0.578 1.71832318380112e-18 "10" "BAG1"
"SBDS3" 7.47892783596287e-23 0.306595430861694 0.769 0.726 2.0711394856132e-18 "10" "SBDS"
"BBC3" 9.62954060367307e-23 0.304120173776937 0.398 0.276 2.66670867937518e-18 "10" "BBC3"
"USMG5" 1.57876909523616e-22 0.259788245634196 0.818 0.789 4.37208525543751e-18 "10" "USMG5"
"AMD12" 1.93786002925021e-22 0.290667398911005 0.542 0.434 5.36651577900261e-18 "10" "AMD1"
"TMOD3" 2.29209444824825e-22 0.273323479560962 0.431 0.321 6.34749715553389e-18 "10" "TMOD3"
"WBP2" 2.52980049082004e-22 0.266738293395973 0.644 0.568 7.00577649922793e-18 "10" "WBP2"
"KPNA21" 2.87683729726089e-22 0.258480499347407 0.427 0.301 7.96682552730458e-18 "10" "KPNA2"
"SLC31A2" 2.88164267129204e-22 0.259656448809062 0.288 0.176 7.98013304960904e-18 "10" "SLC31A2"
"MAP1LC3B" 7.03268154811975e-22 0.307435315544617 0.689 0.636 1.9475605011208e-17 "10" "MAP1LC3B"
"RSRP11" 9.80079159386669e-22 0.35908808459564 0.478 0.375 2.7141332160895e-17 "10" "RSRP1"
"NABP11" 1.01302587283466e-21 0.295053814794437 0.346 0.23 2.80537254964101e-17 "10" "NABP1"
"RAB5A1" 1.21880255490424e-21 0.281073185571083 0.505 0.403 3.37522991529631e-17 "10" "RAB5A"
"PTP4A1" 1.63424048668673e-21 0.300794987089552 0.6 0.51 4.52570217978155e-17 "10" "PTP4A1"
"CELF1" 1.90522966087881e-21 0.282954097954102 0.433 0.325 5.27615249987168e-17 "10" "CELF1"
"KIF5B1" 2.22591912232532e-21 0.26626288111129 0.735 0.691 6.1642378254555e-17 "10" "KIF5B"
"CDH12" 2.45071960559287e-21 0.273688111615377 0.4 0.284 6.78677780376834e-17 "10" "CDH1"
"PPP1R2" 2.92802069159568e-21 0.354069974554627 0.501 0.406 8.10856770123591e-17 "10" "PPP1R2"
"DAZAP21" 3.20301594749349e-21 0.25290274129446 0.601 0.52 8.87011206339372e-17 "10" "DAZAP2"
"VCL" 4.03662126271312e-21 0.255880554631141 0.331 0.218 1.11786152628315e-16 "10" "VCL"
"HSPH1" 4.46172919129916e-21 0.283471835896303 0.453 0.343 1.23558666494648e-16 "10" "HSPH1"
"IARS1" 4.95663808097716e-21 0.28536641069173 0.417 0.306 1.37264178376501e-16 "10" "IARS"
"YTHDC11" 7.82481888991048e-21 0.28450453641327 0.463 0.361 2.16692709518291e-16 "10" "YTHDC1"
"RBP11" 1.08305267426751e-20 0.449653460414684 0.386 0.28 2.99929777084902e-16 "10" "RBP1"
"ADAM92" 1.12988491345802e-20 0.265744064200136 0.502 0.394 3.12899029083929e-16 "10" "ADAM9"
"GPBP1" 2.24444757247634e-20 0.279645168104693 0.56 0.484 6.21554866245874e-16 "10" "GPBP1"
"FNBP4" 2.46101159604393e-20 0.3342157056756 0.432 0.336 6.81527941292444e-16 "10" "FNBP4"
"SREK1IP1" 2.64057388524772e-20 0.281519942595716 0.407 0.3 7.31254126041652e-16 "10" "SREK1IP1"
"DAXX1" 5.80073560174287e-20 0.262719857962675 0.415 0.31 1.60639771019065e-15 "10" "DAXX"
"DDX101" 9.57529594622177e-20 0.417454819754315 0.28 0.18 2.6516867063872e-15 "10" "DDX10"
"COQ10B1" 1.29063906863313e-19 0.254453993512891 0.423 0.316 3.57416677276572e-15 "10" "COQ10B"
"UFM1" 1.39848757418684e-19 0.262163489337924 0.538 0.457 3.8728316391956e-15 "10" "UFM1"
"NIPBL" 1.53334978680852e-19 0.287908472283747 0.359 0.255 4.24630556460883e-15 "10" "NIPBL"
"ZNF83" 1.60087418789375e-19 0.299421653060113 0.267 0.169 4.43330088853415e-15 "10" "ZNF83"
"ARID5B1" 1.73583750415509e-19 0.318979865938639 0.679 0.621 4.80705480025668e-15 "10" "ARID5B"
"CCDC6" 6.23660030536491e-19 0.254701005543853 0.334 0.231 1.7271017225647e-14 "10" "CCDC6"
"HNRNPA02" 8.63675752165536e-19 0.250875056943426 0.789 0.755 2.39177726047202e-14 "10" "HNRNPA0"
"SRPK2" 1.09148394258634e-18 0.302835999200049 0.37 0.27 3.02264648220436e-14 "10" "SRPK2"
"UBE2K" 1.25871640018882e-18 0.265446113783021 0.491 0.401 3.48576332704289e-14 "10" "UBE2K"
"RBBP6" 1.40309567602602e-18 0.295536057910161 0.391 0.292 3.88559285561886e-14 "10" "RBBP6"
"ZNF655" 1.53092646749447e-18 0.253186651480445 0.308 0.207 4.23959466643243e-14 "10" "ZNF655"
"ANKLE21" 2.27264179737513e-18 0.268183277001998 0.491 0.396 6.29362692947096e-14 "10" "ANKLE2"
"HN11" 2.71923900536585e-18 0.264017717834378 0.557 0.461 7.53038857755966e-14 "10" "HN1"
"MLLT41" 2.71930075118002e-18 0.268092406136931 0.396 0.299 7.53055957024283e-14 "10" "MLLT4"
"UBE2D1" 3.22356362379916e-18 0.263252831255866 0.444 0.343 8.92701474338702e-14 "10" "UBE2D1"
"AKIRIN11" 3.52392251866625e-18 0.257269767041841 0.376 0.276 9.75879863094246e-14 "10" "AKIRIN1"
"POLR2K" 3.6301031040797e-18 0.270731454623883 0.563 0.494 1.00528445261279e-13 "10" "POLR2K"
"ACTN12" 5.4166369635219e-18 0.355568649844011 0.771 0.749 1.50002927430812e-13 "10" "ACTN1"
"ARL1" 6.70518911339299e-18 0.293830472598522 0.564 0.494 1.85686802117192e-13 "10" "ARL1"
"MAPRE11" 1.26022425546334e-17 0.268004081430917 0.534 0.45 3.48993903065463e-13 "10" "MAPRE1"
"PPIF3" 1.62108646377779e-17 0.411756611653571 0.483 0.39 4.48927474413985e-13 "10" "PPIF"
"NRBP1" 1.80706055526898e-17 0.279955856210922 0.454 0.364 5.00429279570639e-13 "10" "NRBP1"
"RNF181" 2.13060408188995e-17 0.252952877551132 0.749 0.704 5.90028188397784e-13 "10" "RNF181"
"ADK" 2.97840639339016e-17 0.259370932247369 0.596 0.531 8.24810082521538e-13 "10" "ADK"
"KRAS" 4.5314382003121e-17 0.267500523201404 0.369 0.278 1.25489118081243e-12 "10" "KRAS"
"ACOT9" 3.64537749382592e-16 0.254937167049275 0.366 0.271 1.00951438936521e-11 "10" "ACOT9"
"FNIP1" 5.82085622240719e-16 0.281346432049618 0.396 0.304 1.61196971367122e-11 "10" "FNIP1"
"SRSF5" 6.18817789580532e-16 0.254691067833301 0.655 0.602 1.71369210468537e-11 "10" "SRSF5"
"UBE2A" 9.33449642694916e-16 0.276053865230918 0.506 0.429 2.58500209551503e-11 "10" "UBE2A"
"IFT571" 1.42233456388021e-15 0.252553251960309 0.474 0.387 3.93887110775347e-11 "10" "IFT57"
"BRD21" 1.79537905664372e-15 0.270733428692506 0.526 0.455 4.97194322156345e-11 "10" "BRD2"
"CA121" 2.20858673960013e-15 0.260769408871416 0.287 0.193 6.11623925797465e-11 "10" "CA12"
"NEDD92" 3.91677640827115e-15 0.373863214296897 0.346 0.259 1.08467289074253e-10 "10" "NEDD9"
"ACSL3" 4.1151144364402e-15 0.255164844779922 0.451 0.363 1.13959864088338e-10 "10" "ACSL3"
"RSRC21" 1.04608539282736e-14 0.322283629383203 0.642 0.613 2.89692427835682e-10 "10" "RSRC2"
"ODF2L1" 1.28703187636614e-14 0.259734853563652 0.328 0.246 3.56417737522075e-10 "10" "ODF2L"
"FAM133B1" 4.43903506966003e-14 0.257466802030608 0.47 0.402 1.22930198184095e-09 "10" "FAM133B"
"RB1CC1" 9.58085844756422e-14 0.262215036118181 0.4 0.323 2.65322712988396e-09 "10" "RB1CC1"
"SEC61B1" 2.50585396866231e-13 0.260578939693457 0.898 0.895 6.93946139541655e-09 "10" "SEC61B"
"TMEM106B1" 2.9345240483597e-13 0.309830204612794 0.346 0.271 8.12657744712253e-09 "10" "TMEM106B"
"STX121" 4.0576943816549e-12 0.255902272907266 0.432 0.369 1.12369730511169e-07 "10" "STX12"
"IL6ST" 5.40276682450582e-12 0.254174289305285 0.342 0.267 1.4961882167104e-07 "10" "IL6ST"
"SLC38A22" 1.2685335803536e-11 0.263042250745926 0.495 0.433 3.51295004407322e-07 "10" "SLC38A2"
"HMOX13" 1.44523292003586e-11 0.314025978883682 0.576 0.482 4.00228352545532e-07 "10" "HMOX1"
"TFAP2A1" 2.4796635918377e-11 0.262095890726484 0.354 0.286 6.86693238487613e-07 "10" "TFAP2A"
"TOP1" 6.87747852704474e-11 0.262309914750194 0.513 0.474 1.9045801284945e-06 "10" "TOP1"
"H2AFZ" 1.47543168320601e-09 0.29067904699275 0.828 0.847 4.08591296030241e-05 "10" "H2AFZ"
"IER32" 1.87814476636032e-09 0.434358472123163 0.702 0.708 5.20114630148164e-05 "10" "IER3"
"PTGR11" 3.43569908339602e-09 0.279620437425834 0.378 0.325 9.5144814716486e-05 "10" "PTGR1"
"CD472" 5.14174160497233e-08 0.257587638104179 0.619 0.585 0.00142390250266499 "10" "CD47"
"HIF1A1" 1.24288858157592e-06 0.272227340223116 0.373 0.334 0.0344193134895819 "10" "HIF1A"
"APOD" 0 3.25246072901612 0.653 0.04 0 "11" "APOD"
"DCN" 0 2.53814632849648 0.556 0.004 0 "11" "DCN"
"IL6" 0 2.49236073212124 0.474 0.021 0 "11" "IL6"
"C11orf96" 0 2.3567369776678 0.607 0.015 0 "11" "C11orf96"
"MMP2" 0 2.0020667576211 0.637 0.024 0 "11" "MMP2"
"MEDAG" 0 1.71617260139123 0.502 0.003 0 "11" "MEDAG"
"SERPINE1" 0 1.67277402228953 0.508 0.041 0 "11" "SERPINE1"
"LUM" 0 1.43916330981926 0.396 0.002 0 "11" "LUM"
"EDNRB" 0 1.37919706038015 0.523 0.011 0 "11" "EDNRB"
"COL1A2" 0 1.33149427895704 0.378 0.008 0 "11" "COL1A2"
"PTGDS" 0 1.30643528312003 0.35 0.003 0 "11" "PTGDS"
"FGF7" 0 1.29524879198962 0.435 0.028 0 "11" "FGF7"
"TWIST2" 0 1.27414418856166 0.471 0.013 0 "11" "TWIST2"
"RSPO3" 0 1.24493768033368 0.378 0.003 0 "11" "RSPO3"
"IFI27" 0 1.04040903831917 0.347 0.013 0 "11" "IFI27"
"SRPX" 0 1.03083347668124 0.456 0.017 0 "11" "SRPX"
"CXCL12" 0 0.999384400540499 0.284 0.006 0 "11" "CXCL12"
"DLK1" 0 0.997700325814046 0.284 0.001 0 "11" "DLK1"
"CTSK" 0 0.979449535291209 0.414 0.009 0 "11" "CTSK"
"ADAMTS4" 0 0.931132943411977 0.459 0.031 0 "11" "ADAMTS4"
"SOD3" 0 0.905694576919182 0.363 0.014 0 "11" "SOD3"
"HGF" 0 0.878707609666521 0.356 0.002 0 "11" "HGF"
"TAC1" 0 0.837964163166916 0.251 0.002 0 "11" "TAC1"
"THBS2" 0 0.828498887343664 0.287 0.008 0 "11" "THBS2"
"LAMA4" 0 0.77974033169041 0.356 0.016 0 "11" "LAMA4"
"PDGFRB" 0 0.740691314294085 0.329 0.005 0 "11" "PDGFRB"
"TNFRSF4" 0 0.736646601679026 0.281 0.001 0 "11" "TNFRSF4"
"ADAMTS121" 0 0.703552984952398 0.323 0.001 0 "11" "ADAMTS12"
"CLIC2" 0 0.671101102192159 0.26 0.002 0 "11" "CLIC2"
"ZEB2" 0 0.602423606507884 0.326 0.003 0 "11" "ZEB2"
"COL6A3" 0 0.583329288888568 0.293 0.003 0 "11" "COL6A3"
"COL15A1" 0 0.541101576662815 0.257 0.002 0 "11" "COL15A1"
"DLC1" 0 0.535502084261273 0.266 0.01 0 "11" "DLC1"
"PLXDC1" 0 0.529106201164618 0.26 0.004 0 "11" "PLXDC1"
"NID1" 0 0.453638259221926 0.278 0.009 0 "11" "NID1"
"ECM1" 2.94771676520284e-305 0.521837263821943 0.263 0.013 8.16311203787623e-301 "11" "ECM1"
"FBLN1" 3.38719045154187e-270 0.706311388990104 0.323 0.022 9.38014651745491e-266 "11" "FBLN1"
"LPAR1" 1.48557745514098e-267 0.451130344593298 0.257 0.014 4.11400964652192e-263 "11" "LPAR1"
"TCF4" 2.3171348316513e-263 0.511570876568031 0.281 0.017 6.41684148929195e-259 "11" "TCF4"
"CLEC2B" 1.44177526688265e-250 1.80294545513011 0.656 0.107 3.99270824657813e-246 "11" "CLEC2B"
"CTSL" 1.16165069642145e-243 1.69437442636814 0.689 0.127 3.21695927359993e-239 "11" "CTSL"
"LRP1" 2.00044800157179e-238 0.684663850246065 0.363 0.032 5.53984065075277e-234 "11" "LRP1"
"CHN1" 1.34013613647151e-235 0.918501240260025 0.308 0.023 3.71123900273056e-231 "11" "CHN1"
"RAMP1" 7.37122121937819e-233 0.678300221518283 0.251 0.015 2.0413122922824e-228 "11" "RAMP1"
"TNFAIP62" 9.57415870668406e-230 2.51880830868739 0.731 0.152 2.65137177064202e-225 "11" "TNFAIP6"
"MEG33" 9.09899105085907e-229 1.88404122188341 0.716 0.146 2.5197835917144e-224 "11" "MEG3"
"AKAP12" 1.06843476512334e-220 1.2918090457166 0.408 0.043 2.95881639505605e-216 "11" "AKAP12"
"IGFBP7" 1.93615557125115e-217 1.80411298139699 0.498 0.068 5.36179562346581e-213 "11" "IGFBP7"
"TGFB3" 1.36091196207488e-204 0.798520844946296 0.284 0.023 3.76877349657398e-200 "11" "TGFB3"
"IL1R1" 9.46745338737727e-204 0.660320998886939 0.347 0.034 2.62182186656639e-199 "11" "IL1R1"
"A4GALT" 2.11319023387474e-187 0.892347865730689 0.441 0.061 5.85205771466931e-183 "11" "A4GALT"
"PRRX1" 4.16766318943614e-187 0.745480633470396 0.402 0.05 1.15415096705055e-182 "11" "PRRX1"
"SLC2A3" 2.36052316311447e-185 0.546779051566095 0.269 0.022 6.5369967956129e-181 "11" "SLC2A3"
"RCN3" 7.57319317597812e-183 0.59345154623653 0.293 0.027 2.09724438622362e-178 "11" "RCN3"
"GNG11" 6.99572446842402e-181 1.03432646560735 0.347 0.039 1.93732597704066e-176 "11" "GNG11"
"PDGFRA" 1.77360968403103e-177 0.660608784392327 0.338 0.037 4.91165729798714e-173 "11" "PDGFRA"
"CCDC80" 4.93008903337898e-171 0.651568730976308 0.332 0.037 1.36528955601364e-166 "11" "CCDC80"
"GEM2" 7.32167043500452e-171 1.52824556157445 0.701 0.176 2.0275901935658e-166 "11" "GEM"
"COL4A1" 7.67725733168137e-164 0.796995676134979 0.396 0.055 2.12606287286252e-159 "11" "COL4A1"
"COL1A1" 4.31056922632872e-160 1.08892374961383 0.314 0.035 1.19372593584721e-155 "11" "COL1A1"
"PLPP3" 1.85153001687862e-155 1.45597637227805 0.598 0.139 5.12744207574197e-151 "11" "PLPP3"
"PLIN2" 2.3768954631776e-148 2.07605975870173 0.764 0.264 6.58233660617774e-144 "11" "PLIN2"
"ITM2A" 1.83673225013177e-139 0.81495017108011 0.314 0.04 5.08646262028992e-135 "11" "ITM2A"
"TMEM176B" 2.20224034574694e-138 0.730187755908906 0.405 0.067 6.09866418947701e-134 "11" "TMEM176B"
"BGN" 1.12162867688629e-135 0.482313883963354 0.254 0.027 3.10612629490121e-131 "11" "BGN"
"TFPI2" 1.75122665619629e-133 0.891769243718267 0.571 0.127 4.84967197900439e-129 "11" "TFPI"
"PTGS2" 1.99013848910495e-123 0.991955899865677 0.287 0.037 5.51129051787834e-119 "11" "PTGS2"
"OAF" 2.38882241070285e-123 0.53434893611764 0.275 0.035 6.6153659019594e-119 "11" "OAF"
"SERPINF1" 8.11343773887952e-121 0.678609324520744 0.323 0.048 2.24685431302791e-116 "11" "SERPINF1"
"IGFBP6" 2.93357398382036e-116 1.47384582874578 0.414 0.08 8.12394643339373e-112 "11" "IGFBP6"
"COL4A21" 8.90481006125639e-110 0.665911584396153 0.447 0.096 2.46600905026373e-105 "11" "COL4A2"
"SH3KBP1" 7.45645208917933e-106 0.520728842953761 0.254 0.034 2.06491527705643e-101 "11" "SH3KBP1"
"SERPING11" 2.94821717023814e-96 0.939086209115061 0.583 0.187 8.16449780954049e-92 "11" "SERPING1"
"ITGA5" 3.66597434969047e-95 0.550603387252108 0.36 0.072 1.01521827665978e-90 "11" "ITGA5"
"VASN" 8.40725251177745e-95 0.746504749071897 0.356 0.072 2.32822043808653e-90 "11" "VASN"
"IGFBP42" 8.67239938907226e-93 1.37731222932191 0.701 0.305 2.40164756281578e-88 "11" "IGFBP4"
"BASP1" 5.55989080056605e-90 0.616289654309582 0.299 0.053 1.53970055940076e-85 "11" "BASP1"
"ARSG" 1.53700423206488e-86 0.751049945660069 0.314 0.061 4.25642581985728e-82 "11" "ARSG"
"SERPINE21" 1.41916300669551e-85 1.68771295393349 0.517 0.162 3.93008811444188e-81 "11" "SERPINE2"
"PTGES" 5.60703837272163e-85 1.20466958120081 0.462 0.136 1.5527571365578e-80 "11" "PTGES"
"LHFP" 1.22204079436886e-84 0.641418454914211 0.363 0.08 3.38419757184568e-80 "11" "LHFP"
"COL18A1" 2.91243929601931e-84 0.527214915742061 0.369 0.083 8.06541814246628e-80 "11" "COL18A1"
"FSTL1" 9.33451200531618e-83 1.03401611347327 0.559 0.203 2.58500640963221e-78 "11" "FSTL1"
"VIM4" 6.10981258688175e-81 1.21792358560779 0.888 0.59 1.69199039968516e-76 "11" "VIM"
"TMEM176A" 1.03761533577194e-80 0.470876908151315 0.281 0.051 2.87346814935322e-76 "11" "TMEM176A"
"FTL4" 9.91257197079861e-80 0.946941728149829 1 0.987 2.74508855587326e-75 "11" "FTL"
"ARHGAP24" 4.77994720839184e-77 0.488826871376691 0.305 0.061 1.32371078041995e-72 "11" "ARHGAP24"
"SPARC2" 9.21612812408889e-77 0.96257700649913 0.465 0.139 2.55222236140394e-72 "11" "SPARC"
"ZFHX3" 1.93902534119564e-76 0.522416975626468 0.305 0.063 5.36974287737308e-72 "11" "ZFHX3"
"PID1" 1.67561912770059e-72 0.562634099834032 0.275 0.054 4.64029205034125e-68 "11" "PID1"
"PLEKHO1" 3.59939683795e-72 0.565801168585896 0.393 0.104 9.96780966333494e-68 "11" "PLEKHO1"
"ITPRIP" 3.07493180363874e-70 0.506851608017853 0.338 0.08 8.51540864381677e-66 "11" "ITPRIP"
"MEIS2" 5.87244874751559e-69 0.570321768301013 0.323 0.077 1.62625723164949e-64 "11" "MEIS2"
"HLA-E" 1.53587307309873e-68 0.931100419096484 0.864 0.707 4.2532933013323e-64 "11" "HLA-E"
"ANXA53" 8.22783616516689e-67 0.873584068998228 0.964 0.883 2.27853466921967e-62 "11" "ANXA5"
"TGFBI" 5.30386020446363e-65 0.550574256514274 0.26 0.052 1.46879800642211e-60 "11" "TGFBI"
"CXCL6" 1.10923650298917e-61 0.997242728667297 0.36 0.099 3.07180864772792e-57 "11" "CXCL6"
"NR4A1" 6.4825879602114e-61 0.649654269275211 0.299 0.069 1.79522308382134e-56 "11" "NR4A1"
"PRKAR1A" 1.35363136172702e-60 0.842102159376316 0.752 0.491 3.74861133003063e-56 "11" "PRKAR1A"
"C1S1" 2.58712692039238e-60 0.765558257104173 0.562 0.234 7.16453058064263e-56 "11" "C1S"
"PDPN2" 7.03593822164529e-60 0.816937062290361 0.375 0.109 1.94846237172023e-55 "11" "PDPN"
"COL6A23" 6.46829843999922e-59 0.858094339280501 0.619 0.295 1.79126588698899e-54 "11" "COL6A2"
"PPP1R15A4" 8.7747553931819e-58 0.783197918825203 0.891 0.667 2.42999301103386e-53 "11" "PPP1R15A"
"CPE" 1.4169718708768e-56 0.85557916943701 0.447 0.157 3.92402020201912e-52 "11" "CPE"
"LHFPL2" 3.42153904994789e-55 0.778970480012586 0.411 0.144 9.47526809102069e-51 "11" "LHFPL2"
"SH3BP51" 1.10839496344932e-54 0.635061436229807 0.483 0.183 3.06947817228019e-50 "11" "SH3BP5"
"NR4A2" 3.45738852713397e-54 0.701191791845132 0.272 0.066 9.57454604819209e-50 "11" "NR4A2"
"TIMP11" 1.22259719515154e-53 1.91025384498618 0.816 0.565 3.38573841253315e-49 "11" "TIMP1"
"UBTD2" 1.39545308885146e-53 0.503182508276633 0.338 0.099 3.86442823895635e-49 "11" "UBTD2"
"CEBPB" 1.92340673686199e-52 1.01260930418659 0.897 0.865 5.32649027639191e-48 "11" "CEBPB"
"CBLB" 6.23857526186842e-52 0.386279216102384 0.251 0.058 1.72764864726922e-47 "11" "CBLB"
"CLMP5" 1.30115318038788e-51 0.693816249069423 0.55 0.233 3.60328350244815e-47 "11" "CLMP"
"GSTO14" 1.89405379905638e-50 0.877933827645291 0.825 0.639 5.24520318572684e-46 "11" "GSTO1"
"TIMP2" 5.18550553731651e-49 0.398062009241961 0.257 0.064 1.43602204844906e-44 "11" "TIMP2"
"CFD" 3.30213822126875e-48 1.43153758752866 0.272 0.072 9.14461137615955e-44 "11" "CFD"
"SAMD4B" 1.9003400898533e-46 0.576248362977492 0.465 0.193 5.26261181083074e-42 "11" "SAMD4B"
"RORA" 2.07259234488748e-45 0.463179397701884 0.269 0.074 5.73962998069689e-41 "11" "RORA"
"PKIG" 2.16306269343393e-45 0.736386247696563 0.489 0.228 5.99016951692657e-41 "11" "PKIG"
"GADD45G" 1.87493717827561e-44 0.973578497666085 0.269 0.075 5.19226352779864e-40 "11" "GADD45G"
"MMP141" 2.93133893360064e-44 0.574320690428301 0.471 0.204 8.11775690882024e-40 "11" "MMP14"
"CD276" 8.70200203460622e-44 0.49423300538559 0.326 0.108 2.4098454234435e-39 "11" "CD276"
"SPRY1" 1.09020754360317e-43 0.639139486123718 0.317 0.101 3.01911175050026e-39 "11" "SPRY1"
"ATP13A3" 1.46619169972245e-43 0.495421225336927 0.381 0.14 4.06032467404137e-39 "11" "ATP13A3"
"LGALS14" 2.15833303527216e-43 0.587459443188805 0.927 0.717 5.9770716745792e-39 "11" "LGALS1"
"ZFP361" 2.35663167190446e-43 1.61590052396137 0.749 0.556 6.52622008900502e-39 "11" "ZFP36"
"TMEM38B" 1.45168488552442e-42 0.56167938823267 0.444 0.183 4.02015095348277e-38 "11" "TMEM38B"
"LTBP4" 5.88170257458155e-42 0.437036085534474 0.347 0.122 1.62881989397887e-37 "11" "LTBP4"
"HIVEP2" 7.48678225105112e-42 0.404443840940052 0.305 0.096 2.07331460878359e-37 "11" "HIVEP2"
"MMP31" 8.91962423023769e-42 2.31737163181428 0.341 0.116 2.47011153807972e-37 "11" "MMP3"
"CYP1B13" 1.02025052657846e-41 0.929108786012079 0.495 0.217 2.82537978325372e-37 "11" "CYP1B1"
"AXL4" 1.4765316390877e-41 0.608919539676852 0.465 0.194 4.08895906812557e-37 "11" "AXL"
"PNRC22" 4.94355353290612e-41 0.667655216618204 0.683 0.443 1.36901827986769e-36 "11" "PNRC2"
"CLN8" 7.65856132900221e-41 0.566655269935968 0.414 0.171 2.12088538884058e-36 "11" "CLN8"
"FGFR13" 1.701138123916e-40 0.601786344316808 0.601 0.314 4.71096180656059e-36 "11" "FGFR1"
"KCNQ1OT1" 3.92571274981241e-40 0.646856076960284 0.411 0.165 1.08714763180555e-35 "11" "KCNQ1OT1"
"TIMP32" 5.09258106584635e-40 0.721378609832215 0.378 0.141 1.41028847456483e-35 "11" "TIMP3"
"RAB8B" 5.43781005868058e-40 0.400526705870911 0.275 0.083 1.50589273955041e-35 "11" "RAB8B"
"MYLIP" 7.9121704427228e-40 0.527938046523192 0.275 0.083 2.19111736070322e-35 "11" "MYLIP"
"KLF9" 2.6948973350159e-39 0.42909174218242 0.341 0.122 7.46297918985953e-35 "11" "KLF9"
"DNAJB93" 5.71186291397895e-39 0.772377205002197 0.686 0.439 1.58178619676819e-34 "11" "DNAJB9"
"YPEL2" 1.28475480339353e-38 0.390011445401454 0.272 0.083 3.55787147703769e-34 "11" "YPEL2"
"CD442" 1.48575009110456e-38 0.851593046340422 0.852 0.837 4.11448772729585e-34 "11" "CD44"
"CXCL13" 4.38358689798448e-38 1.09701235638935 0.798 0.585 1.21394671965884e-33 "11" "CXCL1"
"RPS271" 4.66230138516462e-38 0.36385508397707 0.997 0.994 1.29113112259364e-33 "11" "RPS27"
"CXCL81" 2.12524632858434e-37 1.64270844224342 0.779 0.561 5.88544465774862e-33 "11" "CXCL8"
"AEBP12" 3.31334074295415e-37 0.427562143902594 0.396 0.157 9.17563451946292e-33 "11" "AEBP1"
"FRMD4A" 4.25794940162689e-37 0.414113009750192 0.263 0.081 1.17915392779253e-32 "11" "FRMD4A"
"ZDHHC9" 5.55188694101463e-37 0.495423704004799 0.366 0.147 1.53748405057518e-32 "11" "ZDHHC9"
"ABL1" 2.14407094029691e-36 0.305204549823416 0.257 0.077 5.93757565496423e-32 "11" "ABL1"
"EGLN1" 2.32013785489553e-36 0.538211403437696 0.393 0.167 6.42515776156219e-32 "11" "EGLN1"
"CREB51" 7.76663395648879e-36 0.625979439050399 0.399 0.164 2.15081394157044e-31 "11" "CREB5"
"ALDH21" 8.64380163168583e-36 0.538087522830315 0.344 0.131 2.39372798586276e-31 "11" "ALDH2"
