"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"FEZ11" 5.88409773423177e-122 0.266489767825486 0.296 0.119 1.6294831855408e-117 "6" "FEZ1"
"NUPR11" 7.58250057317363e-121 0.565812179164892 0.935 0.897 2.09982188372897e-116 "6" "NUPR1"
"NBL1" 1.40495073438697e-119 0.315908460569849 0.5 0.283 3.89073006873783e-115 "6" "NBL1"
"C9orf31" 4.82851677673018e-119 0.291271745833185 0.402 0.201 1.33716115097989e-114 "6" "C9orf3"
"MT1G1" 9.97800459444491e-119 0.294829381161849 0.398 0.193 2.76320881233963e-114 "6" "MT1G"
"SFN2" 3.04914127270748e-116 0.34459143056611 0.91 0.761 8.44398692650882e-112 "6" "SFN"
"RAD23A1" 4.35077845790549e-116 0.275428559487849 0.884 0.763 1.20486107834777e-111 "6" "RAD23A"
"INPP11" 1.13181453958156e-114 0.267894440462985 0.423 0.217 3.13433400446321e-110 "6" "INPP1"
"DUSP61" 5.70270215862253e-114 0.30157648353118 0.36 0.172 1.57924930878734e-109 "6" "DUSP6"
"TMED91" 6.36346463398041e-114 0.309903897109016 0.916 0.807 1.76223426108819e-109 "6" "TMED9"
"CDC42EP31" 3.1973746296582e-113 0.301427038060745 0.408 0.208 8.85448956191244e-109 "6" "CDC42EP3"
"IFI161" 1.23592929950554e-112 0.271404199825412 0.514 0.287 3.42265900912069e-108 "6" "IFI16"
"ARPC51" 1.25940313414856e-111 0.322033363925526 0.802 0.642 3.48766509939761e-107 "6" "ARPC5"
"TPM42" 8.69001655277843e-111 0.269867597444873 0.872 0.739 2.40652628396093e-106 "6" "TPM4"
"P4HB1" 2.18449240066803e-110 0.315029737209143 0.891 0.787 6.04951480516998e-106 "6" "P4HB"
"BLCAP1" 2.25210048477609e-110 0.295146230747011 0.493 0.282 6.23674187249042e-106 "6" "BLCAP"
"TSPAN4" 1.2346587449869e-109 0.293147826749723 0.432 0.236 3.41914046249222e-105 "6" "TSPAN4"
"PGAM11" 5.3456649580413e-109 0.299696681664244 0.86 0.745 1.48037499683038e-104 "6" "PGAM1"
"IGFBP31" 4.01440150861762e-108 1.14803055928421 0.46 0.286 1.11170820978148e-103 "6" "IGFBP3"
"NFIB2" 6.13541972839733e-108 0.359425491409278 0.676 0.489 1.69908178538507e-103 "6" "NFIB"
"CCND31" 1.73890928449349e-107 0.332903162022216 0.511 0.311 4.81556148154783e-103 "6" "CCND3"
"ANGPTL41" 3.3234479858112e-107 0.547346554764152 0.602 0.418 9.20362450710696e-103 "6" "ANGPTL4"
"KCNMA11" 3.85155256712079e-107 0.317125864209356 0.365 0.174 1.06661045241276e-102 "6" "KCNMA1"
"FGFR11" 5.86232836874568e-107 0.268456190705709 0.528 0.301 1.62345459515674e-102 "6" "FGFR1"
"GLIPR12" 7.8404680686997e-107 0.250938459091479 0.593 0.356 2.17126082226501e-102 "6" "GLIPR1"
"BST21" 1.75021635126954e-106 0.317400785083548 0.434 0.225 4.84687414157074e-102 "6" "BST2"
"IL4R1" 2.59331091795259e-105 0.293935048068588 0.403 0.21 7.18165592508611e-101 "6" "IL4R"
"SRSF31" 6.636352285306e-105 0.282665856005017 0.931 0.827 1.83780503836979e-100 "6" "SRSF3"
"CNN2" 1.83052632948801e-104 0.311293021925796 0.542 0.347 5.06927656425113e-100 "6" "CNN2"
"SPOP1" 3.03668411231975e-104 0.331672553737619 0.424 0.235 8.40948931224709e-100 "6" "SPOP"
"SH3BP5" 9.12805397042152e-104 0.315868821373243 0.347 0.174 2.52783198602883e-99 "6" "SH3BP5"
"TLN1" 3.07538636135817e-103 0.298215830362263 0.539 0.337 8.51666745050919e-99 "6" "TLN1"
"SLC2A11" 4.2415024800077e-102 0.351299350950704 0.514 0.312 1.17459928178853e-97 "6" "SLC2A1"
"SLMAP1" 3.697397090226e-101 0.417323627723111 0.513 0.336 1.02392017619629e-96 "6" "SLMAP"
"SLC1A52" 5.45079714932183e-101 0.353785706370651 0.636 0.435 1.50948925456169e-96 "6" "SLC1A5"
"THBS11" 5.85928161612143e-101 0.335074250726283 0.369 0.185 1.62261085795251e-96 "6" "THBS1"
"NQO11" 6.12124270936156e-101 0.38184605545055 0.692 0.489 1.6951557435035e-96 "6" "NQO1"
"TMEM431" 9.08479483084392e-100 0.281106825637021 0.475 0.274 2.51585223250561e-95 "6" "TMEM43"
"PGK1" 1.34691621844191e-99 0.311307930734202 0.899 0.771 3.73001508373118e-95 "6" "PGK1"
"WDR1" 2.15211033244376e-99 0.291850241529001 0.781 0.617 5.95983914363651e-95 "6" "WDR1"
"PDIA6" 1.58210793340389e-98 0.308032363685969 0.846 0.699 4.38133149997539e-94 "6" "PDIA6"
"ACTR32" 2.05631432462103e-98 0.300179344731145 0.853 0.706 5.69455125917302e-94 "6" "ACTR3"
"WBP51" 2.7803420571292e-98 0.332268326874208 0.679 0.502 7.69960125880791e-94 "6" "WBP5"
"NEDD91" 3.29846376509816e-98 0.277314456559836 0.446 0.248 9.13443570468634e-94 "6" "NEDD9"
"CTGF1" 1.47909874855579e-97 0.592953427046933 0.325 0.16 4.09606816437554e-93 "6" "CTGF"
"SLC39A11" 3.53746423607893e-97 0.294570820174932 0.801 0.66 9.79629970897339e-93 "6" "SLC39A1"
"DAB21" 1.4085461844916e-95 0.253695293967801 0.436 0.243 3.90068694871259e-91 "6" "DAB2"
"ILK" 4.66564847560066e-95 0.326782981485753 0.591 0.412 1.29205803234809e-90 "6" "ILK"
"TUBA1B1" 7.16071572145258e-94 0.272236535221619 0.976 0.907 1.98301700474186e-89 "6" "TUBA1B"
"MTHFD21" 2.75173713086041e-93 0.260222063094616 0.76 0.558 7.62038563649174e-89 "6" "MTHFD2"
"LIMA11" 3.54113666457345e-93 0.292437979130942 0.583 0.382 9.80646976520325e-89 "6" "LIMA1"
"HSP90B11" 2.34859432071467e-92 0.26522012218487 0.884 0.775 6.50396225235512e-88 "6" "HSP90B1"
"ZYX" 4.06974406889205e-92 0.280502339864967 0.517 0.33 1.12703422499827e-87 "6" "ZYX"
"SHMT21" 1.26042790480588e-91 0.300937115938726 0.62 0.439 3.49050299677891e-87 "6" "SHMT2"
"FAM96B1" 5.61629599318731e-91 0.28753352901982 0.854 0.717 1.55532084939336e-86 "6" "FAM96B"
"GRAMD31" 4.3448510107718e-90 0.277217578722903 0.429 0.25 1.20321959041303e-85 "6" "GRAMD3"
"TMBIM11" 5.99448392189693e-90 0.293664621665869 0.669 0.491 1.66005243249092e-85 "6" "TMBIM1"
"ITGA3" 1.70134981079017e-89 0.258213622562256 0.438 0.253 4.71154803102123e-85 "6" "ITGA3"
"FLNA" 3.39041838857753e-89 0.286594239701228 0.593 0.398 9.38908564348775e-85 "6" "FLNA"
"HSPA51" 1.29213343564794e-88 0.338823148655242 0.88 0.79 3.57830512333985e-84 "6" "HSPA5"
"MYC1" 1.04992400380278e-86 0.28131523944555 0.729 0.535 2.90755454373104e-82 "6" "MYC"
"ITGA21" 1.84229250412505e-86 0.310047374756609 0.613 0.418 5.10186063167349e-82 "6" "ITGA2"
"MFGE81" 1.33664570386404e-85 0.355160195217799 0.666 0.494 3.70157294771069e-81 "6" "MFGE8"
"GCLM1" 2.75072756047095e-85 0.273501189945009 0.859 0.698 7.6175898332122e-81 "6" "GCLM"
"STC22" 5.97047423420338e-84 0.915046539358178 0.563 0.425 1.65340342967794e-79 "6" "STC2"
"BACE2" 2.20582029006432e-83 0.270803907555335 0.69 0.509 6.10857812927513e-79 "6" "BACE2"
"SEC11C" 7.24372437897203e-83 0.309125197707131 0.666 0.499 2.00600459226872e-78 "6" "SEC11C"
"PXDC11" 5.89760672673837e-82 0.314497313697811 0.369 0.206 1.63322423083566e-77 "6" "PXDC1"
"CCDC107" 6.26559197914828e-81 0.326186432521929 0.567 0.407 1.73513038678553e-76 "6" "CCDC107"
"HADHB1" 6.14490985934012e-80 0.25821756946772 0.676 0.503 1.70170988734706e-75 "6" "HADHB"
"NME11" 1.18878920030839e-79 0.333301549486139 0.809 0.665 3.29211393241401e-75 "6" "NME1"
"PTMS" 8.53171324824162e-79 0.272698422776817 0.739 0.608 2.36268734983555e-74 "6" "PTMS"
"PPIB" 5.03779429420632e-78 0.258503241947257 0.939 0.863 1.39511637389456e-73 "6" "PPIB"
"TFAP2C" 1.43909341851041e-76 0.253372559339299 0.333 0.183 3.98528140388088e-72 "6" "TFAP2C"
"CREG11" 1.53267863485714e-76 0.333718423324219 0.475 0.305 4.24444694350989e-72 "6" "CREG1"
"TCEAL4" 6.59384100779101e-75 0.324780979587767 0.627 0.479 1.82603239028757e-70 "6" "TCEAL4"
"GBAS" 1.93374543246631e-74 0.260727585597151 0.503 0.336 5.35512122612895e-70 "6" "GBAS"
"PSMD21" 4.84337958402706e-72 0.295149963996936 0.714 0.561 1.34127710820461e-67 "6" "PSMD2"
"ADM2" 1.59128517380161e-71 0.551490057116248 0.524 0.365 4.40674603180881e-67 "6" "ADM"
"PARP1" 2.17275958753148e-71 0.260215775451236 0.565 0.39 6.01702312575092e-67 "6" "PARP1"
"TES1" 1.32833198610431e-69 0.319078837382224 0.587 0.437 3.67854976911866e-65 "6" "TES"
"CRIM11" 4.52703052360533e-69 0.253536165795325 0.337 0.19 1.25367056290202e-64 "6" "CRIM1"
"SNRPF2" 9.64416542182183e-67 0.264215535654441 0.746 0.623 2.67075873026512e-62 "6" "SNRPF"
"HMOX11" 3.36632847011799e-66 0.447141467624676 0.625 0.474 9.32237343229775e-62 "6" "HMOX1"
"HERPUD11" 1.79941440239481e-64 0.401865941083138 0.772 0.681 4.98311830455194e-60 "6" "HERPUD1"
"BNIP3" 3.36587159601268e-64 0.316880509851966 0.731 0.602 9.3211082108379e-60 "6" "BNIP3"
"CALM31" 6.51809477614753e-64 0.291396002306876 0.528 0.389 1.80505598635854e-59 "6" "CALM3"
"ZFP36L21" 1.29953161855424e-62 0.39631487125217 0.7 0.569 3.59879291126227e-58 "6" "ZFP36L2"
"RBPMS1" 1.37765996048361e-62 0.374274185825269 0.565 0.444 3.81515372856726e-58 "6" "RBPMS"
"MANF" 1.33028366046619e-61 0.296695808289087 0.713 0.584 3.68395454092902e-57 "6" "MANF"
"GBE1" 1.84333940105225e-61 0.261645568085166 0.437 0.284 5.10475980333398e-57 "6" "GBE1"
"GADD45A1" 8.59922792926218e-57 0.287776058981282 0.598 0.45 2.38138419045058e-52 "6" "GADD45A"
"IRS21" 1.18961217984721e-55 0.273449725551533 0.369 0.235 3.29439300965087e-51 "6" "IRS2"
"PLAU1" 2.00205486579819e-54 0.26590863459033 0.376 0.23 5.54429053985493e-50 "6" "PLAU"
"CYR611" 2.93873728559481e-52 0.640055382467645 0.596 0.478 8.1382451649977e-48 "6" "CYR61"
"EBNA1BP21" 2.9621965608383e-50 0.299399626313863 0.678 0.544 8.20321093592951e-46 "6" "EBNA1BP2"
"CCL22" 5.23731535397381e-47 0.290130943958227 0.647 0.496 1.45036974097597e-42 "6" "CCL2"
"NDRG11" 2.615205618505e-42 0.446747304751346 0.456 0.352 7.24228891932591e-38 "6" "NDRG1"
"HILPDA2" 2.21642339642476e-38 0.292651400215288 0.475 0.356 6.13794131171909e-34 "6" "HILPDA"
"NEAT11" 5.53809011491218e-28 0.262179370247585 0.882 0.892 1.53366329552263e-23 "6" "NEAT1"
"PRSS81" 2.01381804966593e-12 0.285474305885864 0.64 0.626 5.57686632493987e-08 "6" "PRSS8"
"SRM3" 0 0.773653486545815 0.836 0.546 0 "7" "SRM"
"PRMT13" 0 0.675611418280325 0.939 0.784 0 "7" "PRMT1"
"NCL1" 0 0.65589136534761 0.888 0.701 0 "7" "NCL"
"CYCS1" 0 0.649506689488011 0.931 0.811 0 "7" "CYCS"
"FAU1" 0 0.439648333644365 1 0.994 0 "7" "FAU"
"GPC13" 5.41300759636422e-305 0.750795145575702 0.567 0.241 1.49902419366114e-300 "7" "GPC1"
"ODC12" 2.79733938431296e-298 0.682193302713601 0.699 0.378 7.74667195697789e-294 "7" "ODC1"
"TXN1" 4.2171379935656e-285 0.457646313710966 0.995 0.984 1.16785202455812e-280 "7" "TXN"
"HSPD11" 1.36758758397312e-282 0.56306845388674 0.917 0.804 3.78726029629675e-278 "7" "HSPD1"
"NPM11" 6.24766827905662e-263 0.550235230952361 0.995 0.974 1.73016677651915e-258 "7" "NPM1"
"MTHFD22" 4.11648164122504e-254 0.620801884335249 0.804 0.556 1.13997726090445e-249 "7" "MTHFD2"
"TMED92" 3.59636983347902e-250 0.549972391486915 0.906 0.808 9.95942697985345e-246 "7" "TMED9"
"GPATCH41" 7.10742528823062e-246 0.704535910959301 0.627 0.348 1.9682592850697e-241 "7" "GPATCH4"
"SLC3A21" 4.8819437684532e-242 0.625881796815215 0.941 0.842 1.35195668779774e-237 "7" "SLC3A2"
"HSPA91" 9.24656265871896e-239 0.552948203955775 0.82 0.616 2.56065059707904e-234 "7" "HSPA9"
"EIF4A11" 4.91733526237163e-235 0.6717752101561 0.924 0.844 1.36175765420858e-230 "7" "EIF4A1"
"GYPC3" 1.94970502800406e-234 0.526035337832374 0.635 0.321 5.39931813405163e-230 "7" "GYPC"
"TPM23" 1.72625303464514e-231 0.473646557734696 0.832 0.483 4.78051252884278e-227 "7" "TPM2"
"RAN1" 2.55452163089842e-230 0.514959846101688 0.961 0.917 7.07423675244699e-226 "7" "RAN"
"RSL1D11" 8.61855285866331e-230 0.56422931469693 0.893 0.762 2.38673584314963e-225 "7" "RSL1D1"
"SERBP11" 1.40511163281737e-228 0.497159454893942 0.923 0.821 3.89117564476114e-224 "7" "SERBP1"
"TOMM401" 4.94862385014472e-223 0.64955023334666 0.679 0.426 1.37042240282058e-218 "7" "TOMM40"
"YBX11" 1.78031836187774e-222 0.418860540276435 0.992 0.971 4.93023563954803e-218 "7" "YBX1"
"EBNA1BP22" 8.66117895698983e-219 0.649959805477366 0.767 0.538 2.39854028855919e-214 "7" "EBNA1BP2"
"DDX181" 1.88918208233268e-214 0.583911272906119 0.756 0.54 5.23171194060389e-210 "7" "DDX18"
"HSP90AB13" 9.5858947834316e-209 0.391324285862773 0.995 0.971 2.65462184237571e-204 "7" "HSP90AB1"
"PFDN21" 9.10285427164335e-208 0.508143141814435 0.885 0.766 2.52085343344619e-203 "7" "PFDN2"
"NOP161" 9.50458020793914e-207 0.587003530906226 0.647 0.388 2.63210339698459e-202 "7" "NOP16"
"SNHG151" 1.03348038428186e-205 0.606966664015057 0.704 0.463 2.86201722819177e-201 "7" "SNHG15"
"RRP91" 7.55774859386884e-197 0.627943177594193 0.508 0.258 2.0929673181001e-192 "7" "RRP9"
"PNO11" 6.39516947262824e-196 0.632453793743992 0.568 0.311 1.77101428205494e-191 "7" "PNO1"
"PA2G41" 1.05664774535496e-195 0.557753568155442 0.824 0.692 2.92617460121149e-191 "7" "PA2G4"
"DDX211" 2.94714808131171e-194 0.565587783800256 0.815 0.653 8.16153718157651e-190 "7" "DDX21"
"CCDC861" 1.05404689269267e-192 0.504518026086426 0.483 0.233 2.91897205993381e-188 "7" "CCDC86"
"FOSL12" 1.82507193341576e-191 0.570679133584223 0.599 0.327 5.05417170520827e-187 "7" "FOSL1"
"TUBB2B3" 1.39488811025407e-186 0.476032499078181 0.637 0.342 3.86286364372661e-182 "7" "TUBB2B"
"SNRPD11" 2.31501464703318e-183 0.540870080298846 0.832 0.698 6.410970062029e-179 "7" "SNRPD1"
"LYAR1" 8.63087987283179e-183 0.491177638040544 0.545 0.293 2.39014956318331e-178 "7" "LYAR"
"SRPRB1" 3.10971826468396e-182 0.517181028181008 0.586 0.351 8.6117427903893e-178 "7" "SRPRB"
"FHL23" 1.39329658278213e-181 0.456616119020948 0.878 0.68 3.85845622669855e-177 "7" "FHL2"
"NIFK1" 2.81024025753288e-181 0.589778792145052 0.676 0.454 7.78239834518579e-177 "7" "NIFK"
"EIF11" 8.34791264105431e-181 0.337532298352267 1 0.997 2.31178744768717e-176 "7" "EIF1"
"CNBP1" 4.06238945687796e-180 0.396829562355569 0.933 0.878 1.12499751229321e-175 "7" "CNBP"
"PRNP3" 7.36132909608519e-177 0.482622384589515 0.735 0.504 2.03857286657887e-172 "7" "PRNP"
"ANXA51" 6.97883359801287e-173 0.410880032891738 0.945 0.879 1.9326483882977e-168 "7" "ANXA5"
"RRS11" 4.22764566340698e-172 0.528740384035769 0.5 0.264 1.1707619135673e-167 "7" "RRS1"
"CTNNAL12" 1.2196043357546e-170 0.522748299858575 0.604 0.359 3.37745028700521e-166 "7" "CTNNAL1"
"KDELR21" 2.06687281093293e-168 0.468582375933221 0.808 0.684 5.72379087531655e-164 "7" "KDELR2"
"RANBP11" 5.45526560981681e-168 0.512493861520021 0.803 0.654 1.51072670532657e-163 "7" "RANBP1"
"RBM8A1" 6.30106451143886e-168 0.454747916071544 0.888 0.778 1.74495379515276e-163 "7" "RBM8A"
"CDK41" 2.56378295151066e-167 0.470460390702747 0.652 0.438 7.09988412761847e-163 "7" "CDK4"
"TXNRD11" 1.74351117747565e-163 0.575960447795393 0.736 0.544 4.82830550378332e-159 "7" "TXNRD1"
"BRIX11" 2.5936953153386e-163 0.599880907762361 0.622 0.403 7.18272043676718e-159 "7" "BRIX1"
"RPL35" 3.51641513197925e-162 0.259272339973764 0.999 0.997 9.73800842499014e-158 "7" "RPL35"
"MRTO41" 1.0054355077378e-161 0.514971940320381 0.605 0.385 2.7843525515783e-157 "7" "MRTO4"
"DRAP12" 1.15383663683907e-161 0.438716509129168 0.876 0.779 3.19531979839844e-157 "7" "DRAP1"
"DNAJB111" 1.22279639485394e-161 0.707948493845828 0.669 0.508 3.386290056269e-157 "7" "DNAJB11"
"FBL2" 1.27484469568631e-155 0.452857385483398 0.771 0.618 3.53042741576409e-151 "7" "FBL"
"GNL31" 5.36824145542815e-155 0.479154726216204 0.741 0.563 1.48662710625172e-150 "7" "GNL3"
"PAK1IP11" 1.85807156993329e-154 0.540933984783772 0.506 0.283 5.14555759861627e-150 "7" "PAK1IP1"
"YBX33" 6.69802665620894e-152 0.428342050532711 0.937 0.851 1.85488452190394e-147 "7" "YBX3"
"STK17A1" 5.98274389893527e-151 0.486973540710043 0.6 0.374 1.65680126793214e-146 "7" "STK17A"
"GCLM2" 1.94118771139501e-150 0.510148325520604 0.832 0.7 5.3757311291662e-146 "7" "GCLM"
"RPS2" 1.07598097614706e-149 0.288394015397007 1 0.998 2.97971411724406e-145 "7" "RPS2"
"EIF5B1" 1.60536098108523e-149 0.453781434008553 0.833 0.707 4.44572616491932e-145 "7" "EIF5B"
"DKC11" 1.70363693728344e-149 0.536805287241259 0.589 0.385 4.71788177041904e-145 "7" "DKC1"
"SFN3" 5.61221955098958e-149 0.570609642410927 0.876 0.763 1.55419196025555e-144 "7" "SFN"
"NOLC11" 5.98836831810574e-149 0.489888200901101 0.53 0.317 1.65835883833302e-144 "7" "NOLC1"
"WDR431" 1.29137234629272e-148 0.493341427413778 0.562 0.341 3.57619743858844e-144 "7" "WDR43"
"STRAP1" 2.67118960207953e-148 0.425057182687537 0.794 0.666 7.39732536503885e-144 "7" "STRAP"
"TNFRSF12A1" 1.70502007891584e-147 0.484535998061553 0.935 0.854 4.72171210454163e-143 "7" "TNFRSF12A"
"RASIP11" 1.40229485873212e-145 0.394564199508075 0.347 0.152 3.88337515228685e-141 "7" "RASIP1"
"CCT21" 2.33398069129219e-145 0.476212609477049 0.789 0.66 6.46349272839545e-141 "7" "CCT2"
"RPL7L11" 3.84332755626059e-145 0.498252344399895 0.684 0.502 1.06433270015524e-140 "7" "RPL7L1"
"EIF5A1" 2.23685836187822e-144 0.474571247525147 0.908 0.819 6.19453186154935e-140 "7" "EIF5A"
"VIMP1" 8.46018747194386e-144 0.506736970446125 0.794 0.684 2.34287971660541e-139 "7" "VIMP"
"NUDC1" 1.29787054992089e-143 0.431626945101895 0.849 0.748 3.59419291389593e-139 "7" "NUDC"
"EIF51" 1.6638370158439e-143 0.382992394167733 0.885 0.786 4.60766384797652e-139 "7" "EIF5"
"ITGB12" 1.51136579700535e-141 0.398024137877658 0.852 0.737 4.1854253016469e-137 "7" "ITGB1"
"C1orf1091" 2.65062052899455e-141 0.393943786608253 0.377 0.176 7.3403634309446e-137 "7" "C1orf109"
"HSP90B12" 3.65704078533475e-141 0.745004361368389 0.845 0.778 1.01274430468275e-136 "7" "HSP90B1"
"LSM71" 8.1109977733402e-140 0.47233179822293 0.788 0.665 2.2461786133711e-135 "7" "LSM7"
"FST2" 3.12403748912632e-139 0.510648476237365 0.298 0.116 8.65139701863752e-135 "7" "FST"
"IFRD21" 2.72347046912903e-138 0.475985106240152 0.657 0.483 7.54210677015903e-134 "7" "IFRD2"
"NOP561" 1.61709504252375e-137 0.537085447890283 0.635 0.434 4.47822130126102e-133 "7" "NOP56"
"NME12" 1.74330488300754e-137 0.499749417605575 0.801 0.666 4.82773421251279e-133 "7" "NME1"
"DPH21" 2.05189367113621e-137 0.418702760717812 0.402 0.2 5.68230914347751e-133 "7" "DPH2"
"CCT71" 2.43765595230358e-136 0.450902537701505 0.783 0.674 6.75060062871431e-132 "7" "CCT7"
"PSAT11" 3.29723420059298e-136 0.436452071527571 0.424 0.217 9.13103067170213e-132 "7" "PSAT1"
"NIP71" 8.70626288330947e-135 0.465701129748592 0.485 0.277 2.41102538027489e-130 "7" "NIP7"
"SNRPB1" 2.05619348139801e-134 0.35943114399596 0.918 0.838 5.69421660803552e-130 "7" "SNRPB"
"CMSS11" 4.80368119722211e-134 0.46461190103413 0.543 0.339 1.33028343394672e-129 "7" "CMSS1"
"MAGOH1" 1.58888350911597e-133 0.447318969043966 0.665 0.488 4.40009510179486e-129 "7" "MAGOH"
"ATP5B1" 2.26697393327058e-133 0.357382996567348 0.879 0.804 6.27793091340621e-129 "7" "ATP5B"
"PTGES31" 3.19147804850621e-133 0.329840050449421 0.883 0.832 8.83816015972826e-129 "7" "PTGES3"
"CLMP3" 3.78241429603935e-133 0.350941952757486 0.45 0.221 1.04746399100218e-128 "7" "CLMP"
"NOB11" 5.85643448603328e-133 0.488426043764882 0.653 0.485 1.6218224022172e-128 "7" "NOB1"
"TIMM17A1" 1.07088686793758e-132 0.434550563327565 0.659 0.476 2.96560700337953e-128 "7" "TIMM17A"
"MYC2" 4.31222818691842e-132 0.53999388836078 0.722 0.536 1.19418535180332e-127 "7" "MYC"
"TMED2" 5.5062846013736e-132 0.439573057722427 0.83 0.767 1.52485539465839e-127 "7" "TMED2"
"PSMD81" 4.57988541777529e-131 0.363743249700233 0.882 0.8 1.26830766874451e-126 "7" "PSMD8"
"CAV13" 8.49871085315722e-131 0.34493262334572 0.734 0.473 2.35354799656483e-126 "7" "CAV1"
"EIF3J1" 1.10498987896559e-130 0.45076585779478 0.7 0.551 3.06004847181939e-126 "7" "EIF3J"
"FKBP111" 8.65964069987038e-130 0.446319917846823 0.461 0.261 2.3981142990151e-125 "7" "FKBP11"
"ILF21" 1.40129335531973e-129 0.385252628959001 0.855 0.749 3.88060168888694e-125 "7" "ILF2"
"FTL1" 2.45843834027299e-128 0.696297049827011 0.986 0.988 6.808153295718e-124 "7" "FTL"
"SF3B61" 1.20236660844027e-127 0.385316273529045 0.874 0.817 3.32971384875365e-123 "7" "SF3B6"
"CCT6A1" 2.66408028089667e-127 0.429667099393417 0.794 0.677 7.37763752188714e-123 "7" "CCT6A"
"GTPBP41" 3.19728361780612e-127 0.468836168769424 0.594 0.396 8.85423752279049e-123 "7" "GTPBP4"
"SLC1A53" 4.93517742448901e-127 0.477578981131294 0.618 0.436 1.36669868416374e-122 "7" "SLC1A5"
"SERPINH12" 7.87579344867824e-126 0.431199303034495 0.474 0.271 2.18104347974247e-121 "7" "SERPINH1"
"RSL24D11" 3.15335518934789e-125 0.374113308911433 0.877 0.827 8.73258652586112e-121 "7" "RSL24D1"
"SNRPF3" 1.42860809591924e-123 0.43040113939988 0.741 0.623 3.95624440002914e-119 "7" "SNRPF"
"SBDS1" 1.65036699803685e-123 0.404055452561339 0.817 0.721 4.57036132766346e-119 "7" "SBDS"
"WDR741" 6.97262471029009e-123 0.475575742141145 0.555 0.368 1.93092896102063e-118 "7" "WDR74"
"IMP41" 7.59292532687299e-123 0.434729720084159 0.665 0.503 2.10270881077094e-118 "7" "IMP4"
"FEZ12" 1.71741478784658e-122 0.327208713752533 0.293 0.12 4.75603677198354e-118 "7" "FEZ1"
"NOC2L1" 2.18364932045054e-122 0.442558302724112 0.577 0.394 6.04718006312368e-118 "7" "NOC2L"
"MGAT11" 9.67359902899202e-121 0.39253615487421 0.53 0.338 2.67890977909876e-116 "7" "MGAT1"
"FAM96B2" 1.50594477798735e-120 0.38612795442182 0.817 0.72 4.17041287368037e-116 "7" "FAM96B"
"C8orf331" 2.25539111032401e-120 0.443761724114201 0.53 0.343 6.24585460182027e-116 "7" "C8orf33"
"MTDH1" 2.74912885336529e-120 0.437022662575826 0.761 0.656 7.6131625336245e-116 "7" "MTDH"
"SSR32" 3.21286840264243e-120 0.515701216804428 0.782 0.717 8.89739646743767e-116 "7" "SSR3"
"PPIB1" 4.34844634855476e-120 0.386424819776593 0.915 0.865 1.20421524730527e-115 "7" "PPIB"
"TRMT1121" 5.43790633032275e-120 0.353173902269047 0.871 0.798 1.50591940005628e-115 "7" "TRMT112"
"C1QBP" 1.43534550281968e-119 0.42684541750727 0.854 0.77 3.97490230095854e-115 "7" "C1QBP"
"ATP6V0B" 9.6819928458451e-119 0.342636940337822 0.899 0.818 2.68123427879988e-114 "7" "ATP6V0B"
"PUM31" 2.19009610551434e-118 0.434228730597671 0.512 0.319 6.06503314500088e-114 "7" "PUM3"
"TCP11" 1.82178310155434e-117 0.376291388748204 0.816 0.72 5.04506394313443e-113 "7" "TCP1"
"EIF3I1" 2.97876936588375e-117 0.382077251580085 0.889 0.837 8.24910600494186e-113 "7" "EIF3I"
"DCAF131" 4.09398007720932e-117 0.450483903382657 0.586 0.392 1.13374590278158e-112 "7" "DCAF13"
"SERPINB53" 6.82584029975958e-117 0.340734179481309 0.49 0.275 1.89027995421242e-112 "7" "SERPINB5"
"MEG31" 9.21593310533223e-116 0.317174750382523 0.32 0.139 2.55216835485965e-111 "7" "MEG3"
"SNU131" 1.4109343906063e-113 0.340203285630167 0.873 0.818 3.90730060790603e-109 "7" "SNU13"
"MORF4L21" 6.4720821394731e-113 0.351024046486454 0.841 0.778 1.79231370688429e-108 "7" "MORF4L2"
"SRSF71" 9.00575399439298e-113 0.409262331731273 0.815 0.717 2.49396345366725e-108 "7" "SRSF7"
"NAA201" 8.1868561571496e-112 0.408947265070968 0.816 0.717 2.26718607559944e-107 "7" "NAA20"
"YRDC1" 1.19747805057847e-110 0.42844010112092 0.464 0.276 3.31617596546695e-106 "7" "YRDC"
"BOP11" 2.05688469120101e-110 0.417526303932745 0.459 0.278 5.69613077534296e-106 "7" "BOP1"
"EIF2S21" 5.2724013680028e-110 0.36074799954709 0.885 0.827 1.46008611084102e-105 "7" "EIF2S2"
"GRPEL11" 1.9941612993982e-109 0.421275002925432 0.646 0.49 5.52243088642343e-105 "7" "GRPEL1"
"FKBP41" 3.18971569512135e-109 0.399832199767258 0.722 0.601 8.83327967449955e-105 "7" "FKBP4"
"CCT51" 5.22247103699212e-108 0.403095588459218 0.794 0.692 1.44625890427423e-103 "7" "CCT5"
"EIF4H1" 5.52030785848613e-108 0.352152836552161 0.793 0.691 1.52873885525056e-103 "7" "EIF4H"
"TWISTNB1" 2.70969399328299e-106 0.439777302247945 0.445 0.263 7.50395557559859e-102 "7" "TWISTNB"
"ETF11" 5.70450196446337e-106 0.402255358125758 0.621 0.476 1.57974772901884e-101 "7" "ETF1"
"DKK33" 6.40834626318473e-106 0.312940645066205 0.512 0.288 1.77466333066375e-101 "7" "DKK3"
